tahun,nama_provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,jenis_pekerajaan,jumlah
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Belum/Tidak Bekerja,1474
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Mengurus Rumah Tangga,1625
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pelajar/Mahasiswa,1800
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pensiunan,19
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pegawai Negeri Sipil,223
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Tentara Nasional Indonesia,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Kepolisian RI,13
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perdagangan,7
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Petani/Pekebun,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Nelayan/Perikanan,932
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Konstruksi,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan Swasta,277
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan BUMN,6
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan Honorer,178
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Harian Lepas,57
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Tani/Perkebunan,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Nelayan/Perikanan,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pembantu Rumah Tangga,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Seniman,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Wartawan,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Dosen,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Guru,124
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Bidan,14
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perawat,15
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Apoteker,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pelaut,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Sopir,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pedagang,13
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Wiraswasta,144
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Lainnya,6
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Belum/Tidak Bekerja,1495
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Mengurus Rumah Tangga,1793
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pelajar/Mahasiswa,1776
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pensiunan,7
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pegawai Negeri Sipil,71
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Kepolisian RI,8
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perdagangan,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Petani/Pekebun,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Nelayan/Perikanan,1113
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Industri,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Konstruksi,6
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Karyawan Swasta,278
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Karyawan Honorer,63
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Harian Lepas,211
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Tani/Perkebunan,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Nelayan/Perikanan,22
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Dosen,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Guru,83
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Dokter,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Bidan,9
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perawat,11
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pelaut,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pedagang,11
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Wiraswasta,122
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Lainnya,8
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Belum/Tidak Bekerja,413
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Mengurus Rumah Tangga,628
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pelajar/Mahasiswa,756
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pensiunan,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pegawai Negeri Sipil,28
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Kepolisian RI,4
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Petani/Pekebun,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Nelayan/Perikanan,451
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Konstruksi,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan Swasta,78
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan Honorer,66
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Buruh Harian Lepas,40
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Buruh Nelayan/Perikanan,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Guru,41
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Bidan,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perawat,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Wiraswasta,40
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Lainnya,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Belum/Tidak Bekerja,610
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Mengurus Rumah Tangga,591
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pelajar/Mahasiswa,502
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pensiunan,11
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pegawai Negeri Sipil,41
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Kepolisian RI,8
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perdagangan,8
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Petani/Pekebun,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Nelayan/Perikanan,279
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan Swasta,118
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan Honorer,28
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Buruh Harian Lepas,15
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Buruh Nelayan/Perikanan,6
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Dosen,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Guru,27
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Bidan,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perawat,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pelaut,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pedagang,11
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Wiraswasta,151
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Lainnya,11
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Belum/Tidak Bekerja,1052
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Mengurus Rumah Tangga,1355
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pelajar/Mahasiswa,1555
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pensiunan,16
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pegawai Negeri Sipil,144
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Tentara Nasional Indonesia,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Kepolisian RI,8
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perdagangan,4
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Petani/Pekebun,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Peternak,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Nelayan/Perikanan,760
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Konstruksi,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan Swasta,190
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan BUMN,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan BUMD,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan Honorer,204
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Buruh Harian Lepas,58
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Buruh Nelayan/Perikanan,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Ustadz/Mubaligh,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Dosen,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Guru,120
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Bidan,4
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perawat,7
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pelaut,13
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pedagang,14
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Wiraswasta,278
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Lainnya,4
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Belum/Tidak Bekerja,609
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Mengurus Rumah Tangga,861
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pelajar/Mahasiswa,934
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pensiunan,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pegawai Negeri Sipil,15
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Tentara Nasional Indonesia,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Kepolisian RI,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perdagangan,3
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Petani/Pekebun,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Nelayan/Perikanan,661
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Konstruksi,6
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan Swasta,110
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan BUMN,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan Honorer,80
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Harian Lepas,15
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Tani/Perkebunan,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Nelayan/Perikanan,2
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Guru,45
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Dokter,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Bidan,8
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perawat,6
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pelaut,1
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Wiraswasta,78
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Lainnya,19
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Belum/Tidak Bekerja,356
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Mengurus Rumah Tangga,507
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pelajar/Mahasiswa,773
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pensiunan,52
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pegawai Negeri Sipil,64
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Tentara Nasional Indonesia,70
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Kepolisian RI,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Perdagangan,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Petani/Pekebun,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Industri,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Konstruksi,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan Swasta,804
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan BUMN,10
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan Honorer,8
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Buruh Harian Lepas,40
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pembantu Rumah Tangga,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Tukang Kayu,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pendeta,8
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Wartawan,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Presiden,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Dosen,4
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Guru,14
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pilot,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pengacara,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Konsultan,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Dokter,6
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Bidan,4
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Perawat,4
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Psikiater/Psikolog,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pelaut,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Sopir,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pedagang,53
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Wiraswasta,273
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Lainnya,8
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Belum/Tidak Bekerja,2596
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Mengurus Rumah Tangga,3765
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pelajar/Mahasiswa,4516
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pensiunan,211
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pegawai Negeri Sipil,180
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tentara Nasional Indonesia,21
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Kepolisian RI,213
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Perdagangan,7
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Petani/Pekebun,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Industri,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Konstruksi,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Transportasi,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan Swasta,5749
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan BUMN,42
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan BUMD,4
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan Honorer,21
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Buruh Harian Lepas,186
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Buruh Tani/Perkebunan,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pembantu Rumah Tangga,4
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tukang Jahit,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Penata Busana,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Mekanik,9
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Seniman,5
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pendeta,10
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Wartawan,15
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Juru Masak,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Anggota DPR-RI,2
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Dosen,29
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Guru,81
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pengacara,13
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Notaris,6
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Arsitek,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Konsultan,5
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Dokter,95
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Bidan,3
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Perawat,9
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pelaut,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Peneliti,1
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Sopir,50
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pedagang,176
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Wiraswasta,1155
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Lainnya,60
