tahun,nama_provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,jenis_pekerajaan,jumlah
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Buruh Nelayan/Perikanan,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Pembantu Rumah Tangga,3
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Tukang Sol Sepatu,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Tukang Jahit,7
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Mekanik,7
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Seniman,6
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Pendeta,42
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Wartawan,46
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Ustadz/Mubaligh,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Anggota DPRD Provinsi,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Dosen,36
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Guru,850
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Pilot,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Pengacara,9
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Notaris,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Konsultan,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Dokter,44
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Bidan,46
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Perawat,64
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Apoteker,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Penyiar Televisi,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Pelaut,10
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Sopir,281
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Pedagang,758
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Biarawati,12
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Wiraswasta,4688
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Lainnya,406
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Belum/Tidak Bekerja,17625
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Mengurus Rumah Tangga,19016
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pelajar/Mahasiswa,21928
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pensiunan,222
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pegawai Negeri Sipil,416
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Tentara Nasional Indonesia,88
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Kepolisian RI,109
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Perdagangan,18
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Petani/Pekebun,6
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Peternak,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Nelayan/Perikanan,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Industri,18
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Konstruksi,3
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Transportasi,7
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Karyawan Swasta,28114
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Karyawan BUMN,27
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Karyawan BUMD,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Karyawan Honorer,20
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Buruh Harian Lepas,2590
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Buruh Tani/Perkebunan,4
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Buruh Nelayan/Perikanan,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Tukang Kayu,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Tukang Jahit,6
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Penata Rias,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Penata Busana,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Mekanik,5
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Seniman,8
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pendeta,34
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Wartawan,39
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Ustadz/Mubaligh,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Anggota DPRD Kabupaten/Kota,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Dosen,24
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Guru,816
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pilot,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pengacara,17
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Notaris,2
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Arsitek,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Konsultan,3
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Dokter,76
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Bidan,40
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Perawat,113
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Apoteker,4
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pelaut,5
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Peneliti,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Sopir,223
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Paranormal,1
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Pedagang,460
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Wiraswasta,5417
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Lainnya,158
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Belum/Tidak Bekerja,3131
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Mengurus Rumah Tangga,3902
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pelajar/Mahasiswa,4537
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pensiunan,204
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pegawai Negeri Sipil,122
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Tentara Nasional Indonesia,13
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Kepolisian RI,8
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perdagangan,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Petani/Pekebun,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Peternak,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Nelayan/Perikanan,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Industri,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Konstruksi,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Transportasi,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Karyawan Swasta,6045
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Karyawan BUMN,42
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Karyawan BUMD,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Karyawan Honorer,7
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Buruh Harian Lepas,289
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pembantu Rumah Tangga,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Tukang Batu,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Tukang Jahit,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Seniman,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Tabib,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pendeta,12
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pastor,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Wartawan,9
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Dosen,22
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Guru,106
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pengacara,11
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Notaris,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Arsitek,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Konsultan,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Dokter,85
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Bidan,6
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perawat,10
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Apoteker,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Peneliti,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Sopir,64
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Pedagang,217
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Biarawati,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Wiraswasta,1669
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Lainnya,38
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Belum/Tidak Bekerja,2811
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Mengurus Rumah Tangga,4017
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pelajar/Mahasiswa,4525
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pensiunan,268
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pegawai Negeri Sipil,133
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Tentara Nasional Indonesia,12
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Kepolisian RI,14
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perdagangan,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Industri,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Konstruksi,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Transportasi,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Karyawan Swasta,6439
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Karyawan BUMN,28
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Karyawan BUMD,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Karyawan Honorer,16
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Buruh Harian Lepas,212
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pembantu Rumah Tangga,6
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Tukang Jahit,5
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Penata Rambut,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Mekanik,6
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Seniman,9
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pendeta,20
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Wartawan,7
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Anggota DPD,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Anggota BPK,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Anggota DPRD Kabupaten/Kota,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Dosen,33
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Guru,141
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pilot,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pengacara,7
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Notaris,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Arsitek,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Akuntan,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Konsultan,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Dokter,110
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Bidan,10
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perawat,15
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Apoteker,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Psikiater/Psikolog,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Sopir,32
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Paranormal,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Pedagang,133
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Biarawati,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Wiraswasta,1398
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Lainnya,31
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Belum/Tidak Bekerja,5389
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Mengurus Rumah Tangga,6857
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pelajar/Mahasiswa,8307
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pensiunan,407
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pegawai Negeri Sipil,307
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Tentara Nasional Indonesia,58
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Kepolisian RI,31
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perdagangan,6
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Petani/Pekebun,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Industri,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Konstruksi,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Transportasi,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Karyawan Swasta,10112
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Karyawan BUMN,104
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Karyawan BUMD,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Karyawan Honorer,16
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Buruh Harian Lepas,707
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pembantu Rumah Tangga,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Tukang Jahit,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Penata Busana,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Mekanik,9
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Seniman,23
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Penterjemah,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pendeta,25
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pastor,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Wartawan,19
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Ustadz/Mubaligh,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Juru Masak,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Anggota DPR-RI,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Dosen,75
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Guru,197
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pilot,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pengacara,20
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Notaris,5
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Arsitek,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Akuntan,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Konsultan,8
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Dokter,182
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Bidan,14
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perawat,24
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Apoteker,10
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Psikiater/Psikolog,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pelaut,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Sopir,178
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Pedagang,308
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Biarawati,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Wiraswasta,2425
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Lainnya,72
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Belum/Tidak Bekerja,5272
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Mengurus Rumah Tangga,7410
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pelajar/Mahasiswa,7451
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pensiunan,325
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pegawai Negeri Sipil,247
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Tentara Nasional Indonesia,16
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Kepolisian RI,23
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perdagangan,12
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Nelayan/Perikanan,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Industri,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Konstruksi,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Karyawan Swasta,11470
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Karyawan BUMN,46
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Karyawan BUMD,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Karyawan Honorer,7
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Buruh Harian Lepas,341
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Buruh Tani/Perkebunan,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pembantu Rumah Tangga,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Tukang Jahit,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Mekanik,5
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Seniman,8
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Penterjemah,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pendeta,23
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pastor,7
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Wartawan,15
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Ustadz/Mubaligh,1
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Dosen,38
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Guru,223
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pengacara,9
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Notaris,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Arsitek,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Konsultan,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Dokter,115
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Bidan,4
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perawat,22
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Apoteker,2
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Psikiater/Psikolog,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pelaut,3
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Sopir,48
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Pedagang,141
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Biarawati,32
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Wiraswasta,2915
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Lainnya,60
