tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Pendeta,14
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Wartawan,31
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Ustadz/Mubaligh,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Anggota DPR-RI,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Anggota BPK,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Dosen,67
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Guru,154
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Pilot,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Pengacara,30
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Notaris,11
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Arsitek,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Konsultan,18
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Dokter,207
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Bidan,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perawat,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Apoteker,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Psikiater/Psikolog,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Penyiar Televisi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Penyiar Radio,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Pelaut,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Peneliti,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Sopir,32
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Pedagang,76
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perangkat Desa,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Wiraswasta,1707
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Lainnya,134
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Belum/Tidak Bekerja,2995
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Mengurus Rumah Tangga,4157
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pelajar/Mahasiswa,6682
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pensiunan,571
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pegawai Negeri Sipil,451
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Tentara Nasional Indonesia,18
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Kepolisian RI,21
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Perdagangan,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Petani/Pekebun,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Industri,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Konstruksi,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Karyawan Swasta,7415
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Karyawan BUMN,210
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Karyawan BUMD,11
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Karyawan Honorer,27
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Buruh Harian Lepas,177
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pembantu Rumah Tangga,12
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Tukang Jahit,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Seniman,29
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Perancang Busana,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Imam Mesjid,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pendeta,18
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Wartawan,44
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Ustadz/Mubaligh,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Promotor Acara,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Anggota DPR-RI,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Dosen,54
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Guru,133
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pilot,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pengacara,37
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Notaris,19
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Arsitek,9
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Akuntan,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Konsultan,17
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Dokter,209
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Bidan,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Perawat,12
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Apoteker,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Psikiater/Psikolog,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Penyiar Televisi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Penyiar Radio,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pelaut,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Peneliti,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Sopir,53
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Pedagang,137
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Wiraswasta,2045
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Lainnya,130
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Belum/Tidak Bekerja,6318
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Mengurus Rumah Tangga,8336
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pelajar/Mahasiswa,11403
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pensiunan,565
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pegawai Negeri Sipil,571
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Tentara Nasional Indonesia,26
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Kepolisian RI,15
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perdagangan,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Petani/Pekebun,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Industri,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Konstruksi,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Transportasi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Karyawan Swasta,12745
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Karyawan BUMN,272
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Karyawan BUMD,7
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Karyawan Honorer,61
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Buruh Harian Lepas,814
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Buruh Tani/Perkebunan,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pembantu Rumah Tangga,9
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Tukang Cukur,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Tukang Batu,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Tukang Kayu,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Tukang Jahit,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Mekanik,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Seniman,29
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perancang Busana,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Penterjemah,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pendeta,14
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pastor,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Wartawan,45
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Ustadz/Mubaligh,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Anggota DPR-RI,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Anggota Kabinet/Kementerian,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Dosen,43
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Guru,308
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pilot,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pengacara,22
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Notaris,9
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Arsitek,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Akuntan,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Konsultan,11
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Dokter,151
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Bidan,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perawat,13
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Apoteker,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pelaut,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Peneliti,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Sopir,134
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Pedagang,299
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Biarawati,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Wiraswasta,2568
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Lainnya,189
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Belum/Tidak Bekerja,5989
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Mengurus Rumah Tangga,8324
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pelajar/Mahasiswa,10744
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pensiunan,539
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pegawai Negeri Sipil,429
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Tentara Nasional Indonesia,20
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Kepolisian RI,21
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Perdagangan,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Petani/Pekebun,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Industri,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Konstruksi,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Transportasi,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Karyawan Swasta,11893
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Karyawan BUMN,153
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Karyawan BUMD,9
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Karyawan Honorer,31
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Buruh Harian Lepas,863
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pembantu Rumah Tangga,14
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Tukang Jahit,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Mekanik,18
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Seniman,29
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pendeta,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Wartawan,20
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Ustadz/Mubaligh,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Anggota DPR-RI,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Anggota DPD,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Dosen,36
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Guru,289
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pilot,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pengacara,34
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Notaris,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Arsitek,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Konsultan,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Dokter,125
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Bidan,14
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Perawat,24
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Apoteker,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Psikiater/Psikolog,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Penyiar Televisi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Penyiar Radio,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pelaut,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Peneliti,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Sopir,135
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Pedagang,172
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Wiraswasta,3458
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Lainnya,239
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Belum/Tidak Bekerja,5683
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Mengurus Rumah Tangga,8158
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pelajar/Mahasiswa,10812
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pensiunan,493
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pegawai Negeri Sipil,422
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Tentara Nasional Indonesia,22
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Kepolisian RI,24
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Perdagangan,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Petani/Pekebun,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Industri,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Konstruksi,7
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Transportasi,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Karyawan Swasta,11588
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Karyawan BUMN,103
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Karyawan BUMD,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Karyawan Honorer,14
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Buruh Harian Lepas,693
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Buruh Tani/Perkebunan,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pembantu Rumah Tangga,7
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Tukang Jahit,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Penata Rias,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Penata Busana,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Penata Rambut,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Mekanik,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Seniman,13
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Penterjemah,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pendeta,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Wartawan,37
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Ustadz/Mubaligh,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Juru Masak,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Dosen,32
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Guru,264
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pilot,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pengacara,11
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Notaris,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Arsitek,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Akuntan,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Konsultan,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Dokter,68
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Bidan,15
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Perawat,19
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Apoteker,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pelaut,13
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Peneliti,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Sopir,115
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Pedagang,376
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Wiraswasta,2961
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Lainnya,368
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Belum/Tidak Bekerja,3839
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Mengurus Rumah Tangga,5394
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pelajar/Mahasiswa,6807
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pensiunan,375
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pegawai Negeri Sipil,348
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Tentara Nasional Indonesia,29
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Kepolisian RI,21
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perdagangan,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Konstruksi,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Karyawan Swasta,8091
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Karyawan BUMN,96
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Karyawan BUMD,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Karyawan Honorer,11
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Buruh Harian Lepas,557
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Buruh Tani/Perkebunan,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pembantu Rumah Tangga,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Tukang Kayu,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Tukang Jahit,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Mekanik,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Seniman,7
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pendeta,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pastor,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Wartawan,33
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Dosen,28
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Guru,175
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pilot,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pengacara,7
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Konsultan,6
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Dokter,48
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Bidan,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perawat,17
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pelaut,5
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Sopir,73
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Pedagang,229
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Wiraswasta,2029
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Lainnya,228
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Belum/Tidak Bekerja,5001
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Mengurus Rumah Tangga,7468
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Pelajar/Mahasiswa,8854
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Pensiunan,476
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Pegawai Negeri Sipil,348
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Tentara Nasional Indonesia,50
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Kepolisian RI,24
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Perdagangan,8
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Petani/Pekebun,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Industri,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Transportasi,12
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Karyawan Swasta,8807
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Karyawan BUMN,58
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Karyawan BUMD,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Karyawan Honorer,69
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Buruh Harian Lepas,1155
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Pembantu Rumah Tangga,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Tukang Jahit,7
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Mekanik,3
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Seniman,19
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Penterjemah,1
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Pendeta,4
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Wartawan,29
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Ustadz/Mubaligh,2
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Dosen,19
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Guru,164
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Pengacara,11
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Notaris,2
