tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Ustadz/Mubaligh,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Juru Masak,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Dosen,14
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Guru,267
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Pengacara,6
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Konsultan,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Dokter,60
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Bidan,23
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perawat,52
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Apoteker,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Pelaut,344
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Sopir,154
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Pedagang,335
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Wiraswasta,2285
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Lainnya,118
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Belum/Tidak Bekerja,10055
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Mengurus Rumah Tangga,12842
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pelajar/Mahasiswa,15816
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pensiunan,497
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pegawai Negeri Sipil,548
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tentara Nasional Indonesia,819
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Kepolisian RI,81
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perdagangan,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Petani/Pekebun,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Nelayan/Perikanan,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Industri,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Konstruksi,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Transportasi,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Karyawan Swasta,14996
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Karyawan BUMN,156
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Karyawan BUMD,5
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Karyawan Honorer,50
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Buruh Harian Lepas,1768
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Buruh Tani/Perkebunan,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pembantu Rumah Tangga,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tukang Jahit,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Mekanik,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Seniman,25
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Imam Mesjid,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pendeta,41
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Wartawan,27
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Ustadz/Mubaligh,7
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Juru Masak,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Dosen,24
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Guru,413
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pengacara,13
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Notaris,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Arsitek,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Konsultan,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Dokter,80
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Bidan,54
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perawat,107
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Apoteker,6
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pelaut,1311
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Peneliti,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Sopir,148
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Pedagang,599
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Wiraswasta,3885
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Lainnya,347
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Belum/Tidak Bekerja,11152
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Mengurus Rumah Tangga,17961
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pelajar/Mahasiswa,22233
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pensiunan,941
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pegawai Negeri Sipil,518
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tentara Nasional Indonesia,91
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Kepolisian RI,135
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perdagangan,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Petani/Pekebun,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Nelayan/Perikanan,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Industri,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Konstruksi,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Transportasi,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Karyawan Swasta,22968
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Karyawan BUMN,84
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Karyawan BUMD,8
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Karyawan Honorer,51
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Buruh Harian Lepas,1993
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Buruh Tani/Perkebunan,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pembantu Rumah Tangga,11
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tukang Jahit,8
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Penata Rias,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Penata Rambut,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Mekanik,8
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Seniman,117
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perancang Busana,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Penterjemah,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pendeta,45
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pastor,10
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Wartawan,45
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Juru Masak,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Anggota DPR-RI,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Dosen,39
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Guru,525
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pilot,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pengacara,28
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Notaris,10
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Arsitek,15
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Akuntan,5
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Konsultan,8
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Dokter,227
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Bidan,34
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perawat,58
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Apoteker,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Psikiater/Psikolog,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pelaut,42
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Peneliti,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Sopir,152
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Pedagang,730
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Biarawati,6
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Wiraswasta,6956
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Lainnya,324
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Belum/Tidak Bekerja,9089
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Mengurus Rumah Tangga,11703
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pelajar/Mahasiswa,14431
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pensiunan,348
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pegawai Negeri Sipil,290
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tentara Nasional Indonesia,105
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Kepolisian RI,60
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perdagangan,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Petani/Pekebun,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Nelayan/Perikanan,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Industri,7
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Konstruksi,7
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Transportasi,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Karyawan Swasta,13146
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Karyawan BUMN,61
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Karyawan BUMD,5
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Karyawan Honorer,37
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Buruh Harian Lepas,2225
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Buruh Tani/Perkebunan,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Buruh Nelayan/Perikanan,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pembantu Rumah Tangga,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tukang Las/Pandai Besi,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tukang Jahit,4
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Penata Rambut,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Mekanik,3
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Seniman,12
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Imam Mesjid,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pendeta,22
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Wartawan,21
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Ustadz/Mubaligh,2
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Dosen,8
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Guru,334
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pilot,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pengacara,9
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Konsultan,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Dokter,30
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Bidan,30
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perawat,48
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Apoteker,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pelaut,785
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Peneliti,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Sopir,153
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Pedagang,315
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Biarawati,1
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Wiraswasta,2997
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Lainnya,388
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Belum/Tidak Bekerja,6103
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Mengurus Rumah Tangga,7733
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pelajar/Mahasiswa,8424
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pensiunan,110
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pegawai Negeri Sipil,102
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Tentara Nasional Indonesia,39
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Kepolisian RI,21
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Perdagangan,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Nelayan/Perikanan,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Industri,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Konstruksi,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Karyawan Swasta,7114
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Karyawan BUMN,21
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Karyawan Honorer,29
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Buruh Harian Lepas,1628
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Buruh Nelayan/Perikanan,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pembantu Rumah Tangga,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Tukang Jahit,6
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Penata Rias,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Mekanik,4
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Seniman,9
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pendeta,4
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Wartawan,10
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Ustadz/Mubaligh,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Dosen,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Guru,162
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pengacara,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Notaris,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Akuntan,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Konsultan,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Dokter,24
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Bidan,22
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Perawat,59
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Apoteker,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pelaut,646
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Sopir,180
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Pedagang,861
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Wiraswasta,2418
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Lainnya,140
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Belum/Tidak Bekerja,15064
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Mengurus Rumah Tangga,18228
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pelajar/Mahasiswa,20747
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pensiunan,735
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pegawai Negeri Sipil,647
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Tentara Nasional Indonesia,98
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Kepolisian RI,74
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Perdagangan,3
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Petani/Pekebun,4
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Nelayan/Perikanan,8
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Industri,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Transportasi,3
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Karyawan Swasta,19541
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Karyawan BUMN,123
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Karyawan BUMD,4
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Karyawan Honorer,52
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Buruh Harian Lepas,2357
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Buruh Tani/Perkebunan,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pembantu Rumah Tangga,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Tukang Jahit,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Mekanik,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Seniman,26
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pendeta,14
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Wartawan,19
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Ustadz/Mubaligh,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Juru Masak,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Anggota DPR-RI,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Anggota DPRD Provinsi,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Dosen,35
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Guru,535
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pengacara,15
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Notaris,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Arsitek,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Konsultan,3
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Dokter,100
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Bidan,38
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Perawat,77
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Apoteker,3
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Psikiater/Psikolog,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pelaut,496
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Sopir,189
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Pedagang,313
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Kepala Desa,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Wiraswasta,6281
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Lainnya,445
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Belum/Tidak Bekerja,12768
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Mengurus Rumah Tangga,16309
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Pelajar/Mahasiswa,19072
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Pensiunan,344
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Pegawai Negeri Sipil,366
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Tentara Nasional Indonesia,102
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Kepolisian RI,52
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Perdagangan,3
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Petani/Pekebun,6
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Nelayan/Perikanan,54
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Industri,11
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Konstruksi,8
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Transportasi,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Karyawan Swasta,14450
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Karyawan BUMN,73
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Karyawan BUMD,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Karyawan Honorer,26
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Buruh Harian Lepas,4569
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Buruh Tani/Perkebunan,2
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Buruh Nelayan/Perikanan,5
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Pembantu Rumah Tangga,7
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Tukang Kayu,1
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Tukang Jahit,11
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Mekanik,11
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Seniman,19
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Pendeta,26
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Wartawan,18
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Ustadz/Mubaligh,3
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Dosen,20
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Guru,380
